Entity,Code,Year,Oil_cons_TWh,Gas_cons_TWh,Coal_cons_TWh
Lower-middle-income countries,,1967,624.5437,46.455948,457.69238
Lower-middle-income countries,,1968,682.64026,50.302994,474.53784
Lower-middle-income countries,,1969,733.33765,66.0597,502.16977
Lower-middle-income countries,,1970,786.4726,84.56812,477.3174
Lower-middle-income countries,,1971,832.37915,91.36543,479.96863
Lower-middle-income countries,,1972,883.1919,99.36187,502.11365
Lower-middle-income countries,,1973,968.78406,113.45792,503.7992
Lower-middle-income countries,,1974,980.6725,127.30141,569.16174
Lower-middle-income countries,,1975,1067.2218,149.58357,625.75867
Lower-middle-income countries,,1976,1130.3228,168.95468,647.6042
Lower-middle-income countries,,1977,1256.8907,205.33461,680.3015
Lower-middle-income countries,,1978,1325.3928,229.8519,653.7511
Lower-middle-income countries,,1979,1427.7377,297.80093,697.7915
Lower-middle-income countries,,1980,1456.9329,331.34775,725.9264
Lower-middle-income countries,,1981,1528.6495,385.97705,813.6519
Lower-middle-income countries,,1982,1619.6838,438.17206,824.50775
Lower-middle-income countries,,1983,1757.5671,497.09265,872.0202
Lower-middle-income countries,,1984,1858.2133,521.34607,912.8433
Lower-middle-income countries,,1985,2824.9778,1728.7853,1972.5071
Lower-middle-income countries,,1986,2840.4124,1818.3062,2043.5354
Lower-middle-income countries,,1987,2965.8108,1906.6995,2142.9363
Lower-middle-income countries,,1988,2995.4612,2026.4088,2166.0027
Lower-middle-income countries,,1989,3111.416,2124.8357,2184.105
Lower-middle-income countries,,1990,3311.839,2495.4802,2406.095
Lower-middle-income countries,,1991,3337.9153,2531.463,2381.438
Lower-middle-income countries,,1992,3212.6628,2453.5024,2453.032
Lower-middle-income countries,,1993,3197.4263,2276.6328,2421.1665
Lower-middle-income countries,,1994,3251.6794,2345.713,2321.1013
Lower-middle-income countries,,1995,3446.0562,2429.8984,2426.3677
Lower-middle-income countries,,1996,3513.0483,2673.1318,2352.244
Lower-middle-income countries,,1997,3749.8533,2625.5977,2452.7075
Lower-middle-income countries,,1998,3793.698,2672.3657,2536.8489
Lower-middle-income countries,,1999,3915.8647,2962.4268,2540.6184
Lower-middle-income countries,,2000,4037.518,3076.4133,2714.2837
Lower-middle-income countries,,2001,4097.3125,3216.0002,2772.7234
Lower-middle-income countries,,2002,4146.134,3434.5745,2875.3162
Lower-middle-income countries,,2003,4191.939,3571.3787,3068.7866
Lower-middle-income countries,,2004,4406.829,3789.5916,3200.8945
Lower-middle-income countries,,2005,4500.765,3953.2776,3476.8179
Lower-middle-income countries,,2006,4649.0054,4080.0107,3629.5608
Lower-middle-income countries,,2007,4896.1924,4252.96,4000.161
Lower-middle-income countries,,2008,5058.545,4385.8438,4251.388
Lower-middle-income countries,,2009,5163.6064,4517.076,4430.85
Lower-middle-income countries,,2010,5238.641,4826.4634,4657.9043
Lower-middle-income countries,,2011,5432.491,5020.46,4994.8965
Lower-middle-income countries,,2012,5640.611,5015.9453,5366.8096
Lower-middle-income countries,,2013,5724.492,4942.8687,5558.551
Lower-middle-income countries,,2014,5749.7246,5096.26,6010.5386
Lower-middle-income countries,,2015,5876.417,5169.837,6141.814
Lower-middle-income countries,,2016,6175.6895,5347.372,6364.6577
Lower-middle-income countries,,2017,6363.2837,5539.5513,6542.441
Lower-middle-income countries,,2018,6476.72,5789.33,7216.702
Lower-middle-income countries,,2019,6545.559,5890.694,7557.5854
Lower-middle-income countries,,2020,5897.9604,5916.262,7167.6484
Lower-middle-income countries,,2021,6147.362,6076.8145,7958.191
Luxembourg,LUX,1965,9.832364,0,31.716173
Luxembourg,LUX,1966,11.189572,0,28.637712
Luxembourg,LUX,1967,12.358044,0,26.833899
Luxembourg,LUX,1968,13.641634,0,28.762154
Luxembourg,LUX,1969,15.104541,0.02925,30.555498
Luxembourg,LUX,1970,16.02329,0.07295056,31.330057
Luxembourg,LUX,1971,16.681265,0.14653805,28.872639
Luxembourg,LUX,1972,17.51691,1.1723039,28.415579
Luxembourg,LUX,1973,19.464945,2.344608,28.15623
Luxembourg,LUX,1974,17.504738,3.150567,30.01703
Luxembourg,LUX,1975,15.61211,3.647525,22.825039
Luxembourg,LUX,1976,16.907219,4.176333,21.138687
Luxembourg,LUX,1977,16.632332,4.39614,18.219559
Luxembourg,LUX,1978,16.749968,4.835754,19.26277
Luxembourg,LUX,1979,15.525217,5.055561,21.391058
Luxembourg,LUX,1980,12.98823,4.4499807,21.220098
Luxembourg,LUX,1981,12.481876,3.443643,17.067024
Luxembourg,LUX,1982,12.346534,2.857491,15.716782
Luxembourg,LUX,1983,11.758568,2.710953,14.422363
Luxembourg,LUX,1984,11.779353,2.93076,16.419233
Luxembourg,LUX,1985,12.517872,3.209822,16.29712
Luxembourg,LUX,1986,13.635571,3.1368713,14.482839
Luxembourg,LUX,1987,15.456239,3.5745745,10.434436
Luxembourg,LUX,1988,15.865759,3.7204757,10.640287
Luxembourg,LUX,1989,17.436584,4.2311287,13.181442
Luxembourg,LUX,1990,19.125217,4.981477,12.797652
Luxembourg,LUX,1991,22.283129,5.1794853,12.173121
Luxembourg,LUX,1992,22.932749,5.398337,11.46718
Luxembourg,LUX,1993,22.86836,5.606767,11.848644
Luxembourg,LUX,1994,22.84244,5.648453,10.216955
Luxembourg,LUX,1995,21.410868,6.4549127,5.746383
Luxembourg,LUX,1996,22.176525,7.081096,5.414928
Luxembourg,LUX,1997,23.158905,7.255865,3.435502
Luxembourg,LUX,1998,24.091028,7.326419,1.1432289
Luxembourg,LUX,1999,25.739426,7.599462,1.156022
Luxembourg,LUX,2000,27.610802,7.8077517,1.2758111
Luxembourg,LUX,2001,29.310978,8.6795,1.376992
Luxembourg,LUX,2002,29.86881,12.40725,0.8571311
Luxembourg,LUX,2003,32.06685,12.5595,0.6582581
Luxembourg,LUX,2004,36.371384,13.908,0.924585
Luxembourg,LUX,2005,37.35666,13.680046,0.90248805
Luxembourg,LUX,2006,35.52233,14.30931,1.076938
Luxembourg,LUX,2007,34.57503,13.356534,0.9117919
Luxembourg,LUX,2008,34.84931,12.714175,0.87108696
Luxembourg,LUX,2009,32.625046,12.937938,0.77804697
Luxembourg,LUX,2010,34.16721,13.916304,0.77921
Luxembourg,LUX,2011,34.88955,12.005276,0.67919195
Luxembourg,LUX,2012,33.672718,12.2237215,0.6245311
Luxembourg,LUX,2013,33.112263,10.34957,0.55707693
Luxembourg,LUX,2014,31.917315,9.805904,0.6209489
Luxembourg,LUX,2015,31.355448,8.9427395,0.57145166
Luxembourg,LUX,2016,31.312542,8.247018,0.59231585
Luxembourg,LUX,2017,32.775616,8.061143,0.54795915
Luxembourg,LUX,2018,34.678898,7.9506326,0.4856689
Luxembourg,LUX,2019,35.056538,7.955588,0.5321655
Luxembourg,LUX,2020,28.419147,7.225362,0.44708055
Luxembourg,LUX,2021,29.300817,7.727053,0.3938003
Malaysia,MYS,1965,31.176205,0,0.17445
Malaysia,MYS,1966,35.993656,0,0.2326
Malaysia,MYS,1967,38.818703,0,0.13956
Malaysia,MYS,1968,39.985744,0,0.13956
Malaysia,MYS,1969,43.46176,0,0.17445
Malaysia,MYS,1970,40.44124,0.08141,0.18608
Malaysia,MYS,1971,45.043636,0.8287453,0.47683
Malaysia,MYS,1972,49.28976,1.1605042,1.20952
Malaysia,MYS,1973,52.4388,1.1605042,1.15137
Malaysia,MYS,1974,52.28298,2.4192514,1.15137
Malaysia,MYS,1975,54.681435,2.9162498,0.10467
Malaysia,MYS,1976,61.358616,3.471752,0.1163
Malaysia,MYS,1977,73.671425,3.1767428,0.12793
Malaysia,MYS,1978,78.81282,23.50423,0.27912
Malaysia,MYS,1979,88.16213,29.24945,0.39542
Malaysia,MYS,1980,95.84808,26.01631,0.5815
Malaysia,MYS,1981,103.31685,21.87603,1.08159
Malaysia,MYS,1982,107.18904,27.53984,0.98855
Malaysia,MYS,1983,114.6193,38.59997,2.57023
Malaysia,MYS,1984,112.663635,47.82256,2.77957
Malaysia,MYS,1985,110.8479,46.18273,3.70997
Malaysia,MYS,1986,102.05382,71.66406,2.75631
Malaysia,MYS,1987,104.5526,71.48961,3.80301
Malaysia,MYS,1988,111.706696,72.93173,3.0238
Malaysia,MYS,1989,115.900215,83.51503,13.92111
Malaysia,MYS,1990,134.57195,79.09563,15.411067
Malaysia,MYS,1991,152.95303,117.60256,18.153912
Malaysia,MYS,1992,181.01822,127.80207,19.060444
Malaysia,MYS,1993,186.71935,125.51096,15.934067
Malaysia,MYS,1994,196.5406,130.32578,17.700644
Malaysia,MYS,1995,224.80556,135.36157,19.39749
Malaysia,MYS,1996,246.50569,162.94794,19.490467
Malaysia,MYS,1997,281.96838,202.29222,18.851244
Malaysia,MYS,1998,257.74655,204.39725,20.118067
Malaysia,MYS,1999,251.90372,232.64651,22.547112
Malaysia,MYS,2000,272.35846,287.54013,28.892845
Malaysia,MYS,2001,294.62387,277.09637,34.52962
Malaysia,MYS,2002,318.8248,280.88776,42.328133
Malaysia,MYS,2003,333.60986,302.65912,61.783733
Malaysia,MYS,2004,349.6944,326.94257,77.078575
Malaysia,MYS,2005,362.20377,373.73004,80.06549
Malaysia,MYS,2006,351.2653,388.6397,84.81898
Malaysia,MYS,2007,374.62628,404.01456,102.8218
Malaysia,MYS,2008,358.62485,435.49698,113.688576
Malaysia,MYS,2009,355.83563,400.22318,123.46287
Malaysia,MYS,2010,358.89777,380.23123,171.74158
Malaysia,MYS,2011,366.60703,383.1736,171.68347
Malaysia,MYS,2012,401.82413,420.157,184.58414
Malaysia,MYS,2013,427.364,445.67322,175.11201
Malaysia,MYS,2014,429.1303,447.0921,178.48247
Malaysia,MYS,2015,398.50162,468.39825,202.2964
Malaysia,MYS,2016,443.64832,449.9298,217.84694
Malaysia,MYS,2017,417.33463,450.44153,241.40518
Malaysia,MYS,2018,423.0533,446.77808,258.9431
Malaysia,MYS,2019,460.415,452.15115,244.72913
Malaysia,MYS,2020,396.61328,383.16565,272.0471
Malaysia,MYS,2021,404.43497,410.67386,246.83322
Mexico,MEX,1965,178.44832,80.64689,8.0222225
Mexico,MEX,1966,186.99397,85.11342,8.556945
Mexico,MEX,1967,200.27634,73.19651,10.499444
Mexico,MEX,1968,217.7839,78.59209,11.006389
Mexico,MEX,1969,230.15845,97.470535,11.156944
Mexico,MEX,1970,247.47473,99.67502,12.5125
Mexico,MEX,1971,262.43677,103.594505,15.7086115
Mexico,MEX,1972,295.5131,110.77967,17.361666
Mexico,MEX,1973,316.2456,122.74594,18.6125
Mexico,MEX,1974,357.2522,129.14703,20.5625
Mexico,MEX,1975,394.2111,131.39034,23.618334
Mexico,MEX,1976,434.23633,128.85493,18.125
Mexico,MEX,1977,448.20316,135.9986,26.07
Mexico,MEX,1978,504.61945,171.05864,27.181389
Mexico,MEX,1979,541.5423,207.65465,26.703056
Mexico,MEX,1980,603.6694,223.01714,27.038055
Mexico,MEX,1981,660.86053,241.79158,23.89889
Mexico,MEX,1982,684.2733,259.95645,28.62111
Mexico,MEX,1983,666.7177,268.19806,32.584167
Mexico,MEX,1984,705.73096,268.5839,32.676945
Mexico,MEX,1985,734.9804,275.2785,35.421665
Mexico,MEX,1986,744.08826,244.92165,39.0575
Mexico,MEX,1987,780.32104,249.24324,37.772778
Mexico,MEX,1988,778.4027,253.59618,35.750557
Mexico,MEX,1989,832.99884,247.96423,39.573334
Mexico,MEX,1990,870.001,268.17517,39.24111
Mexico,MEX,1991,905.90375,282.36115,37.955
Mexico,MEX,1992,916.02124,282.39487,38.3825
Mexico,MEX,1993,914.3167,283.26508,43.2925
Mexico,MEX,1994,985.48035,301.03,52.318333
Mexico,MEX,1995,918.591,306.90234,58.25861
Mexico,MEX,1996,940.14636,312.78293,66.79972
Mexico,MEX,1997,970.79553,314.37396,66.86417
Mexico,MEX,1998,1021.9075,334.79004,68.34778
Mexico,MEX,1999,1012.5429,337.90875,69.5475
Mexico,MEX,2000,1060.4124,359.13303,76.18694
Mexico,MEX,2001,1042.8096,361.90524,83.673584
Mexico,MEX,2002,997.2262,410.68823,140.1058
Mexico,MEX,2003,1023.4026,445.09406,103.318375
Mexico,MEX,2004,1064.9883,480.2192,105.7197
Mexico,MEX,2005,1090.7848,527.12335,133.42952
Mexico,MEX,2006,1079.6427,582.8828,143.19829
Mexico,MEX,2007,1121.5367,570.4138,131.58376
Mexico,MEX,2008,1118.7932,599.96576,117.5453
Mexico,MEX,2009,1080.8948,651.688,119.74645
Mexico,MEX,2010,1085.5865,660.4454,148.11876
Mexico,MEX,2011,1103.6827,708.0849,171.32704
Mexico,MEX,2012,1121.4993,736.5377,149.266
Mexico,MEX,2013,1090.4147,777.9507,148.22661
Mexico,MEX,2014,1041.0564,788.4845,147.93884
Mexico,MEX,2015,1029.094,807.82916,147.65045
Mexico,MEX,2016,1036.5634,830.30035,144.63332
Mexico,MEX,2017,998.0839,860.3353,176.75279
Mexico,MEX,2018,973.7367,875.85815,157.54547
Mexico,MEX,2019,898.9758,879.733,150.41484
Mexico,MEX,2020,684.9576,837.30493,66.491
Mexico,MEX,2021,711.01385,882.2606,64.32959
Middle Africa (BP),,1965,24.422533,0.10775,2.1163046
Middle Africa (BP),,1966,24.754005,0.10775,2.3354979
Middle Africa (BP),,1967,25.160915,0.16525,2.228807
Middle Africa (BP),,1968,25.849916,0.24375,2.4406872
Middle Africa (BP),,1969,26.53152,0.23425,2.6214695
Middle Africa (BP),,1970,26.88681,0.57075,2.4938266
Middle Africa (BP),,1971,31.133732,1.3055,2.5856683
Middle Africa (BP),,1972,32.473278,1.5371667,2.4599504
Middle Africa (BP),,1973,33.67831,5.2085,2.497005
Middle Africa (BP),,1974,34.763332,5.9676666,2.4504876
Middle Africa (BP),,1975,33.85296,2.26975,2.3962684
Middle Africa (BP),,1976,34.700413,0.6985,2.57658
Middle Africa (BP),,1977,37.258923,1.095,2.605806
Middle Africa (BP),,1978,44.031193,1.12175,2.4391947
Middle Africa (BP),,1979,44.321148,1.04575,2.187952
Middle Africa (BP),,1980,44.6344,2.61575,2.4391947
Middle Africa (BP),,1981,47.197914,3.06325,2.4812372
Middle Africa (BP),,1982,43.870525,3.50025,2.3938727
Middle Africa (BP),,1983,50.097157,3.75725,2.3467014
Middle Africa (BP),,1984,45.3493,3.6145,2.3930585
Middle Africa (BP),,1985,50.886715,4.1035,2.3862667
Middle Africa (BP),,1986,48.820774,4.678,2.4299722
Middle Africa (BP),,1987,49.86981,5.3965,2.4647808
Middle Africa (BP),,1988,52.669117,6.456,2.4874592
Middle Africa (BP),,1989,53.540943,4.97225,2.5553203
Middle Africa (BP),,1990,48.874805,6.165,2.5803473
Middle Africa (BP),,1991,46.545097,6.566,0.60795975
Middle Africa (BP),,1992,46.375805,6.41175,0.6081353
Middle Africa (BP),,1993,48.050343,6.36675,0.10017
Middle Africa (BP),,1994,47.34375,5.93475,0.078681946
Middle Africa (BP),,1995,45.947918,6.62725,0.66517776
Middle Africa (BP),,1996,46.15734,6.541,0.6796275
Middle Africa (BP),,1997,47.71375,6.67525,0.6916183
Middle Africa (BP),,1998,45.099606,6.90034,0.7299625
Middle Africa (BP),,1999,47.730663,6.69325,0.5200061
Middle Africa (BP),,2000,53.740658,6.985,0.4450664
Middle Africa (BP),,2001,55.489307,6.47675,0.32428473
Middle Africa (BP),,2002,68.83588,8.1727495,0.3100211
Middle Africa (BP),,2003,75.71837,8.695,0.32174194
Middle Africa (BP),,2004,68.78272,21.542938,0.8604586
Middle Africa (BP),,2005,67.793976,20.857412,1.0272583
Middle Africa (BP),,2006,81.79903,21.24032,1.30677
Middle Africa (BP),,2007,91.62785,19.921608,1.4287636
Middle Africa (BP),,2008,102.948235,20.63925,1.2114172
Middle Africa (BP),,2009,115.15214,18.1715,1.5565578
Middle Africa (BP),,2010,119.93921,28.65475,1.5851187
Middle Africa (BP),,2011,129.12303,29.8185,1.4435053
Middle Africa (BP),,2012,141.57219,36.834,0.5544636
Middle Africa (BP),,2013,159.88274,40.55849,0.3627111
Middle Africa (BP),,2014,169.29402,39.77898,0.2061
Middle Africa (BP),,2015,164.09093,43.277225,0.17674416
Middle Africa (BP),,2016,151.42216,55.27406,0.73523664
Middle Africa (BP),,2017,141.00323,54.542526,2.5698626
Middle Africa (BP),,2018,140.99591,55.16149,2.96413
Middle Africa (BP),,2019,147.92677,50.58902,1.6871458
Middle Africa (BP),,2020,134.85144,52.89527,2.0172415
Middle Africa (BP),,2021,144.6884,61.461094,1.70636
Middle East (BP),,1965,490.88422,37.87228,2.5297086
Middle East (BP),,1966,503.216,46.176548,2.770807
Middle East (BP),,1967,525.36847,54.859325,3.0530448
Middle East (BP),,1968,541.11755,71.1359,3.3570652
Middle East (BP),,1969,562.85675,85.006294,3.7021763
Middle East (BP),,1970,597.3011,94.029175,4.0724187
Middle East (BP),,1971,640.3369,105.18844,2.898545
Middle East (BP),,1972,681.1905,118.74365,4.464373
Middle East (BP),,1973,738.91516,143.79762,7.5419855
Middle East (BP),,1974,785.68787,151.48758,8.194324
Middle East (BP),,1975,752.1192,170.42416,15.095484
Middle East (BP),,1976,858.05194,183.55867,14.882353
Middle East (BP),,1977,973.8176,214.05447,15.054687
Middle East (BP),,1978,1019.75726,233.88025,9.252351
Middle East (BP),,1979,1152.725,316.76944,13.287019
Middle East (BP),,1980,1104.137,317.0203,14.00031
Middle East (BP),,1981,1206.3472,343.45538,11.741648
Middle East (BP),,1982,1322.176,383.98187,22.22158
Middle East (BP),,1983,1478.9518,392.84027,27.009151
Middle East (BP),,1984,1617.8403,504.47263,31.156921
Middle East (BP),,1985,1699.3196,544.3922,32.74094
Middle East (BP),,1986,1689.8955,659.04785,34.935963
Middle East (BP),,1987,1775.8428,722.674,36.30193
Middle East (BP),,1988,1842.0192,804.04193,35.591427
Middle East (BP),,1989,1892.5596,906.9268,34.554592
Middle East (BP),,1990,1953.284,956.8127,35.8264
Middle East (BP),,1991,2020.4628,1001.00305,41.656124
Middle East (BP),,1992,2149.1426,1144.0255,47.13853
Middle East (BP),,1993,2299.2612,1071.7473,55.137726
Middle East (BP),,1994,2527.0527,1239.8632,57.688923
Middle East (BP),,1995,2513.5361,1363.4528,61.44041
Middle East (BP),,1996,2569.152,1421.7241,72.346115
Middle East (BP),,1997,2700.301,1502.8632,77.74352
Middle East (BP),,1998,2687.3289,1621.9945,84.52492
Middle East (BP),,1999,2680.8403,1730.2716,82.57796
Middle East (BP),,2000,2816.111,1833.0189,89.48391
Middle East (BP),,2001,2936.0923,1948.442,100.715775
Middle East (BP),,2002,3004.5894,2146.1323,105.65842
Middle East (BP),,2003,3105.496,2253.4685,110.28631
Middle East (BP),,2004,3314.2988,2483.882,112.06979
Middle East (BP),,2005,3448.8462,2662.9575,114.04931
Middle East (BP),,2006,3592.4658,2818.764,113.9084
Middle East (BP),,2007,3684.735,3059.6414,115.39714
Middle East (BP),,2008,3954.424,3371.095,112.226974
Middle East (BP),,2009,4016.7637,3468.6304,111.46787
Middle East (BP),,2010,4158.8105,3804.9849,116.807335
Middle East (BP),,2011,4322.234,3984.864,119.35878
Middle East (BP),,2012,4504.1816,4110.3228,139.98444
Middle East (BP),,2013,4635.7715,4233.529,130.29578
Middle East (BP),,2014,4728.319,4474.281,130.81053
Middle East (BP),,2015,4679.6094,4793.359,122.045
Middle East (BP),,2016,4757.632,5011.6646,112.77679
Middle East (BP),,2017,4771.134,5168.4023,111.40319
Middle East (BP),,2018,4824.1426,5299.2827,107.15637
Middle East (BP),,2019,4733.128,5441.6973,110.62857
Middle East (BP),,2020,4360.1323,5569.325,101.13334
Middle East (BP),,2021,4526.97,5754.272,94.21635
Morocco,MAR,1965,11.545965,0.486325,2.1136668
Morocco,MAR,1966,16.513165,0.486325,3.2408333
Morocco,MAR,1967,18.142166,0.486325,3.2271667
Morocco,MAR,1968,19.909145,0.486325,2.9001667
Morocco,MAR,1969,21.551186,0.486325,2.8981667
Morocco,MAR,1970,22.557482,0.486325,3.323
Morocco,MAR,1971,23.806576,0.50210196,3.4766667
Morocco,MAR,1972,25.329979,0.54384196,4.2968335
Morocco,MAR,1973,30.294249,0.6800525,4.257167
Morocco,MAR,1974,32.480705,0.78028,4.2161665
Morocco,MAR,1975,33.62336,0.6902986,4.7921667
Morocco,MAR,1976,36.71666,0.77203417,5.1995
Morocco,MAR,1977,41.40305,0.84101194,4.9101667
Morocco,MAR,1978,44.40629,0.7940267,4.9498334
Morocco,MAR,1979,50.361397,0.735295,4.8281665
Morocco,MAR,1980,51.02236,0.6453139,4.628
Morocco,MAR,1981,50.17696,0.82850945,4.9168334
Morocco,MAR,1982,52.811638,0.7687778,5.477667
Morocco,MAR,1983,53.351727,0.8117739,6.785333
Morocco,MAR,1984,55.4834,0.8107739,5.8275
Morocco,MAR,1985,55.25038,0.91623473,7.69906
Morocco,MAR,1986,54.291435,0.8869969,10.45537
Morocco,MAR,1987,54.27466,0.7207925,12.13009
Morocco,MAR,1988,58.01529,0.7365394,11.96727
Morocco,MAR,1989,63.67005,0.5440981,13.21168
Morocco,MAR,1990,65.8984,0.50335807,12.74648
Morocco,MAR,1991,65.97016,0.3221625,13.88622
Morocco,MAR,1992,77.842674,0.21168916,12.87441
Morocco,MAR,1993,79.18833,0.20694417,14.06067
Morocco,MAR,1994,86.091125,0.2021875,15.67724
Morocco,MAR,1995,81.52536,0.127965,18.99179
Morocco,MAR,1996,76.85733,0.16270362,24.3067
Morocco,MAR,1997,81.739136,0.29991445,23.15533
Morocco,MAR,1998,81.00672,0.32915223,27.62125
Morocco,MAR,1999,89.25713,0.3836389,26.41173
Morocco,MAR,2000,83.48259,0.44187027,31.22655
Morocco,MAR,2001,83.63728,0.43712527,39.69319
Morocco,MAR,2002,87.03641,0.5288039,39.47222
Morocco,MAR,2003,87.084114,0.50677055,38.060337
Morocco,MAR,2004,100.61575,0.64998835,42.1006
Morocco,MAR,2005,109.33425,4.2524657,44.14748
Morocco,MAR,2006,110.87303,5.2770233,44.8918
Morocco,MAR,2007,115.99519,5.9527907,37.59607
Morocco,MAR,2008,127.88396,5.8785377,42.616043
Morocco,MAR,2009,129.22275,6.4577985,31.469975
Morocco,MAR,2010,143.70778,6.975145,32.415386
Morocco,MAR,2011,153.33932,8.828713,34.625904
Morocco,MAR,2012,154.29114,11.807597,35.170517
Morocco,MAR,2013,156.06314,11.449188,34.901863
Morocco,MAR,2014,148.6853,11.09615,46.95287
Morocco,MAR,2015,145.51521,11.298372,51.696514
Morocco,MAR,2016,149.06465,11.481955,49.81594
Morocco,MAR,2017,157.80402,11.392855,51.781147
Morocco,MAR,2018,154.05063,10.296374,59.892403
Morocco,MAR,2019,156.34242,9.756849,77.48747
Morocco,MAR,2020,136.36765,7.612469,77.79928
Morocco,MAR,2021,152.0575,7.6612716,85.417854
Netherlands,NLD,1965,295.90454,15,103.05556
Netherlands,NLD,1966,320.87744,28.61111,93.888885
Netherlands,NLD,1967,327.9667,50.555557,90.27778
Netherlands,NLD,1968,353.75812,85,85.55556
Netherlands,NLD,1969,385.83737,125.27778,72.77778
Netherlands,NLD,1970,429.0313,176.38889,53.333332
Netherlands,NLD,1971,423.7892,230.55556,40.27778
Netherlands,NLD,1972,472.7687,300,34.444443
Netherlands,NLD,1973,487.92667,333.6111,35
Netherlands,NLD,1974,418.32544,355,33.333332
Netherlands,NLD,1975,412.4857,370.27777,28.055555
Netherlands,NLD,1976,464.20844,384.44446,35
Netherlands,NLD,1977,445.51944,385.83334,36.666668
Netherlands,NLD,1978,455.18344,386.66666,41.944443
Netherlands,NLD,1979,490.4418,385,40
Netherlands,NLD,1980,458.67548,351.94446,46.38889
Netherlands,NLD,1981,426.86795,335,51.38889
Netherlands,NLD,1982,373.06772,320,59.444443
Netherlands,NLD,1983,353.5345,342.22223,61.38889
Netherlands,NLD,1984,349.00687,363.6111,74.166664
Netherlands,NLD,1985,353.14587,383.33334,73.888885
Netherlands,NLD,1986,391.5668,382.22223,76.111115
Netherlands,NLD,1987,394.37207,394.44446,80.27778
Netherlands,NLD,1988,418.44598,356.66666,96.111115
Netherlands,NLD,1989,412.89236,365.83334,95.27778
Netherlands,NLD,1990,428.5198,368.05554,101.666664
Netherlands,NLD,1991,411.34976,410.69446,93.611115
Netherlands,NLD,1992,431.89185,399.91666,93.333336
Netherlands,NLD,1993,426.74704,411.30554,94.166664
Netherlands,NLD,1994,424.05542,397.22223,100.27778
Netherlands,NLD,1995,447.47482,408.02777,103.611115
Netherlands,NLD,1996,447.37653,452.19446,100
Netherlands,NLD,1997,464.7484,423.69446,97.22222
Netherlands,NLD,1998,470.2668,418.3889,99.166664
Netherlands,NLD,1999,479.29355,408.77777,86.94444
Netherlands,NLD,2000,486.18246,409.91666,90.27778
Netherlands,NLD,2001,509.7186,418.19446,96.111115
Netherlands,NLD,2002,512.05084,413.97223,96.666664
Netherlands,NLD,2003,512.8084,416.83334,100
Netherlands,NLD,2004,536.42145,426.77777,98.611115
Netherlands,NLD,2005,569.4229,414.55554,94.166664
Netherlands,NLD,2006,567.0726,398.08334,89.72222
Netherlands,NLD,2007,583.52014,388.05554,97.77778
Netherlands,NLD,2008,554.8765,403.8889,92.5
Netherlands,NLD,2009,530.0778,413.58334,87.22222
Netherlands,NLD,2010,539.92944,467.58334,87.77778
Netherlands,NLD,2011,546.457,409.27777,86.583336
Netherlands,NLD,2012,518.87164,392.83334,95.138885
Netherlands,NLD,2013,493.015,391.1111,95.19444
Netherlands,NLD,2014,470.39206,344.72223,105.30556
Netherlands,NLD,2015,459.196,340.80554,128.66667
Netherlands,NLD,2016,473.8621,351.52777,119.27778
Netherlands,NLD,2017,455.89404,360.8889,106.97222
Netherlands,NLD,2018,467.30585,354.94446,96.111115
Netherlands,NLD,2019,458.82004,370.19446,74.666664
Netherlands,NLD,2020,419.38818,361.52777,47.805557
Netherlands,NLD,2021,420.31238,350.66666,65.138885
New Zealand,NZL,1965,32.636177,0,19.13135
New Zealand,NZL,1966,36.13348,0,18.608
New Zealand,NZL,1967,37.95181,0,16.99143
New Zealand,NZL,1968,38.99597,0,15.99125
New Zealand,NZL,1969,40.505108,0,16.3983
New Zealand,NZL,1970,47.609863,0.7104,16.40993
New Zealand,NZL,1971,49.17649,0.9024,14.59565
New Zealand,NZL,1972,52.943153,1.6352,14.95618
New Zealand,NZL,1973,55.962757,1.9008,16.94491
New Zealand,NZL,1974,53.544117,3.203475,17.444561
New Zealand,NZL,1975,51.83286,3.4746537,16.41662
New Zealand,NZL,1976,53.20645,9.330131,16.916695
New Zealand,NZL,1977,52.86666,15.340603,16.111172
New Zealand,NZL,1978,50.511448,14.378684,14.861116
New Zealand,NZL,1979,50.98315,9.527736,13.249994
New Zealand,NZL,1980,49.190865,8.698373,13.628225
New Zealand,NZL,1981,46.72817,10.677521,13.577948
New Zealand,NZL,1982,46.54115,19.42657,13.310542
New Zealand,NZL,1983,44.60513,21.091728,14.74875
New Zealand,NZL,1984,45.141224,27.045174,13.717164
New Zealand,NZL,1985,42.784428,34.489094,12.666031
New Zealand,NZL,1986,38.61462,41.616955,14.556855
New Zealand,NZL,1987,44.420288,40.255424,12.149867
New Zealand,NZL,1988,44.364544,44.151978,13.165961
New Zealand,NZL,1989,44.976597,24.015287,14.334275
New Zealand,NZL,1990,50.69228,44.448593,13.928279
New Zealand,NZL,1991,51.455494,48.345703,13.280544
New Zealand,NZL,1992,53.09952,51.16109,14.623766
New Zealand,NZL,1993,52.608475,49.900513,14.406295
New Zealand,NZL,1994,61.27751,46.771095,13.617704
New Zealand,NZL,1995,65.90587,44.630493,13.65541
New Zealand,NZL,1996,67.32356,50.874844,13.457762
New Zealand,NZL,1997,71.26418,54.80514,14.528347
New Zealand,NZL,1998,72.12576,48.311478,13.247123
New Zealand,NZL,1999,72.49217,55.233707,13.571337
New Zealand,NZL,2000,74.48423,58.75267,12.859932
